1,26,19,0,0
2,26,19,0,0
3,26,19,0,0
4,26,19,0,0
5,26,19,0,0
6,26,19,0,0
7,26,19,0,0
8,26,19,0,0
9,26,19,0,0
10,26,19,0,0
11,26,19,0,0
12,26,19,0,0
13,26,19,0,0
14,26,19,0,0
15,26,19,0,0
16,26,19,0,0
17,26,19,0,0
18,27,17,0,0
19,22,17,-30,0
20,26,19,0,0
21,25,23,0,1
22,22,16,-45,0
23,25,18,-15,0
24,26,17,0,0
25,24,16,-49,0
26,26,19,0,0
27,24,16,0,0
28,27,18,0,0
29,26,19,0,0
30,26,19,0,0
31,26,19,0,0
32,26,19,0,0
50,25,24,30,1
51,26,19,0,0
52,25,18,-45,1
53,26,19,0,0
54,26,19,0,0
55,24,18,-45,1
56,26,19,0,0
57,26,19,0,0
58,26,19,0,0
59,23,24,0,0
60,26,19,0,0
61,26,19,0,0
62,19,11,-45,0
70,23,24,0,1
71,26,19,0,0
72,26,19,0,0
80,26,19,0,0
81,26,19,0,0
82,24,17,0,0
83,25,17,-6,0
100,26,19,0,0
101,26,19,0,0
110,20,13,90,0
111,26,19,0,0
120,25,19,0,0
121,22,17,0,0
122,16,21,130,0
130,26,19,0,0
131,26,19,0,0
140,26,19,0,0
150,24,23,0,0
160,24,23,0,0
161,25,22,0,0
162,26,19,0,0
163,26,19,0,0
164,25,22,0,0
200,25,16,0,0
201,26,15,0,0
202,23,15,0,0
203,23,15,0,0
204,23,18,0,0
205,23,18,0,0
206,23,18,0,0
207,25,18,0,0
208,24,18,0,0
209,23,17,0,0
210,30,19,90,0
211,22,12,90,0
212,25,18,0,0
213,23,18,0,0
214,23,18,0,0
215,25,15,0,0
216,22,18,0,0
217,26,17,0,0
218,26,17,0,0
219,23,18,0,0
