 213.00000,2500.00000,  55.95926,  58.10624,  50.57174
 214.00000,2500.00000,  68.40174,  70.37999,  66.49721
 215.00000,2500.00000,  36.65040,  29.05297,  52.14196
 216.00000,2500.00000,  33.59360,  52.28979,  36.99122
 217.00000,2500.00000,  68.67137,  67.80138,  68.81232
 218.00000,2500.00000,  65.48197,  63.33745,  67.49499
 219.00000,2500.00000,  71.23528,  77.54133,  61.33573
 200.00000,3000.00000,  65.27371,  68.17070,  57.43098
 201.00000,3000.00000,  59.17285,  74.65498,  76.23860
 202.00000,3000.00000,  45.99809,  27.27718,  29.87982
 203.00000,3000.00000,  56.88890,  59.83889,  59.53462
 204.00000,3000.00000,  26.68138,  23.40324,  48.49673
 205.00000,3000.00000,  66.68777,  81.50613,  65.45865
 206.00000,3000.00000,  54.37790,  69.22148,  52.55025
 207.00000,3000.00000,  54.94855,  66.35215,  64.72421
 208.00000,3000.00000,  68.37449,  78.47086,  70.33603
 209.00000,3000.00000,  74.77048,  82.04421,  71.05063
 210.00000,3000.00000,  46.90160,  47.80260,  36.78376
 211.00000,3000.00000,  41.54177,  44.28968,  48.88172
 212.00000,3000.00000,  68.14142,  76.37407,  63.97564
 213.00000,3000.00000,  55.25405,  54.23319,  59.83687
 214.00000,3000.00000,  68.13242,  70.47685,  59.61975
 215.00000,3000.00000,  40.45804,  43.58563,  51.29018
 216.00000,3000.00000,  28.91375,  33.55135,  24.17302
 217.00000,3000.00000,  62.54423,  61.16446,  66.38998
 218.00000,3000.00000,  67.57062,  71.26313,  76.18740
 219.00000,3000.00000,  66.79049,  72.31132,  71.44642
