200,15,23,16,24,0,0
201,17,24,19,26,0,0
202,17,22,19,26,0,0
203,15,23,17,23,0,0
204,18,24,19,25,0,0
205,18,24,21,26,0,0
206,17,23,20,24,0,0
207,18,25,20,27,0,0
208,18,24,20,25,0,0
209,17,24,19,26,0,0
210,17,24,19,26,0,0
211,16,23,16,24,0,0
212,18,25,20,27,0,0
213,18,24,20,26,0,0
214,18,25,20,26,0,0
215,17,22,19,28,0,0
216,18,25,21,27,0,0
217,17,28,21,28,0,0
218,19,27,21,29,0,0
219,19,24,21,25,0,0
